id,label
1256,1
1257,1
1259,1
1260,0
1262,1
1265,1
1266,1
1267,1
1268,1
1270,0
1273,1
1276,1
1277,1
1280,1
1281,0
1282,1
1285,1
1286,1
1287,0
1289,1
1290,1
1292,1
1293,1
1295,1
1296,1
1297,0
1298,1
1300,1
1301,1
1303,1
1305,1
1306,1
1308,1
1309,1
1311,1
1312,1
1313,1
1314,1
1315,1
1317,1
1318,1
1320,1
1324,1
1326,1
1327,1
1328,1
1330,1
1331,1
1332,1
1334,1
1335,1
1338,1
1339,1
1340,1
1341,1
1342,1
1344,1
1345,1
1346,1
1347,1
1349,1
1352,1
1353,1
1354,1
1355,1
1357,1
1359,1
1360,0
1362,1
1364,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1375,1
1377,1
1378,1
1379,1
1380,0
1384,1
1386,1
1388,1
1389,1
1390,1
1391,1
1394,1
1395,1
1396,1
1397,1
1398,0
1400,0
1401,1
1402,0
1404,1
1405,1
1406,1
1407,1
1409,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1421,1
1422,1
1423,1
1424,1
1425,0
1426,1
1428,1
1431,1
1432,1
1434,1
1435,1
1436,1
1437,1
1438,1
1441,1
1442,1
1444,1
1445,1
1447,1
1448,1
1449,1
1450,1
1453,1
1454,0
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1463,1
1465,1
1467,1
1468,1
1469,1
1470,1
1472,1
1473,1
1474,1
1475,1
1476,0
1477,1
1478,1
1479,1
1482,1
1483,3
1484,1
1485,1
1487,1
1488,1
1490,1
1492,1
1494,1
1495,1
1496,4
1497,1
1498,1
1500,1
1501,1
1502,1
1507,1
1508,1
1509,1
1510,1
1511,1
1517,1
1518,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1528,0
1529,1
1531,1
1532,1
1533,1
1534,1
1538,1
1540,1
1541,1
1542,1
1543,1
1544,1
1547,1
1550,1
1551,1
1555,1
1559,1
1560,1
1561,1
1563,1
1564,1
1565,1
1567,1
1568,1
1569,1
1570,1
1572,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1581,1
1582,0
1584,1
1586,1
1587,1
1589,1
1590,1
1592,1
1593,1
1594,1
1595,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1605,1
1606,1
1607,1
1608,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1617,1
1618,1
1619,1
1620,1
1622,1
1623,1
1626,1
1627,1
1628,1
1631,1
1632,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,0
1642,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1653,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1677,1
1679,1
1680,1
1681,1
1682,1
1683,1
1686,1
1688,1
1689,1
1694,1
1695,1
1696,1
1698,1
1702,1
1705,1
1706,1
1708,1
1711,1
1712,1
1713,1
1716,1
1717,1
1718,1
1719,0
1720,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1730,1
1732,1
1736,1
1738,1
1739,0
1741,1
1742,1
1743,1
1744,1
1747,1
1748,1
1749,1
1750,1
1752,0
1753,0
1754,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1765,1
1766,0
1767,1
1768,1
1769,1
1771,1
1775,1
1776,1
1777,1
1778,1
1779,1
1781,1
1782,1
1784,1
1785,1
1786,1
1787,1
1788,1
1790,0
1791,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1803,1
1804,1
1805,1
1807,1
1808,1
1809,1
1812,0
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1820,1
1821,1
1822,1
1823,1
1825,1
1826,0
1827,0
1831,1
1833,1
1834,1
1835,1
1836,1
1837,0
1838,1
1841,1
1843,1
1844,1
1845,1
1847,1
1848,0
1851,0
1854,1
1855,1
1856,1
1858,1
1861,1
1862,1
1863,1
1865,1
1866,1
1867,1
1868,1
1869,1
1871,1
1873,1
1874,1
1875,1
1876,1
1877,1
1879,1
1881,1
1882,0
1884,1
1885,1
1889,1
1891,1
1892,1
1894,1
1898,1
1899,1
1900,1
1901,1
1903,1
1904,1
1905,1
1906,1
1909,1
1910,0
1911,1
1912,1
1913,1
1914,1
1915,1
1917,1
1919,1
1920,1
1921,0
1923,1
1924,1
1925,1
1929,1
1931,0
1932,1
1934,1
1937,1
1938,1
1939,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,0
1948,1
1951,1
1952,1
1953,1
1956,1
1957,1
1960,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1970,0
1971,1
1972,0
1973,1
1974,1
1976,1
1977,1
1980,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1993,1
1994,0
1995,1
1996,1
1997,0
1998,1
1999,1
2000,1
2001,0
2002,1
2004,0
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2017,1
2018,1
2019,1
2021,1
2023,1
2024,0
2025,1
2026,1
2029,1
2030,1
2032,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,0
2040,1
2041,1
2042,1
2043,1
2044,1
2046,1
2049,1
2050,1
2051,1
2052,0
2053,0
2054,1
2055,1
2056,1
2058,1
2059,1
2060,1
2062,1
2063,1
2065,1
2067,1
2068,0
2071,1
2073,0
2074,1
2076,1
2080,1
2081,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2091,1
2093,1
2094,1
2095,1
2096,1
2097,1
2099,1
2100,1
2101,1
2103,1
2107,4
2109,1
2110,1
2113,1
2114,1
2116,0
2117,1
2119,1
2120,1
2122,1
2125,1
2126,1
2127,1
2128,0
2129,1
2130,1
2131,1
2133,1
2134,1
2135,1
2136,1
2137,1
2140,4
2141,0
2142,1
2143,1
2144,1
2145,1
2146,0
2150,1
2151,0
2152,1
2153,1
2155,1
2156,1
2159,0
2160,1
2161,1
2163,1
2164,1
2165,4
2169,1
2171,0
2172,1
2174,1
2176,1
2177,1
2181,1
2182,1
2183,1
2184,1
2185,1
2186,1
2187,1
2189,1
2190,0
2191,1
2192,1
2194,4
2195,1
2196,1
2197,1
2200,1
2201,1
2204,1
2205,1
2206,1
2208,1
2209,1
2211,1
2212,1
2213,1
2214,1
2215,1
2217,1
2218,1
2220,1
2221,1
2223,1
2224,1
2225,1
2226,1
2228,1
2229,1
2230,1
2232,1
2233,1
2234,1
2235,1
2236,0
2237,1
2239,1
2240,1
2241,0
2242,1
2244,1
2245,1
2246,1
2247,0
2250,1
2251,1
2252,1
2253,1
2257,1
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,1
2267,1
2270,0
2271,1
2272,0
2273,1
2274,1
2275,1
2276,1
2277,1
2278,1
2279,0
2281,0
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,1
2292,1
2293,1
2295,1
2296,1
2297,4
2299,1
2301,0
2302,1
2303,1
2304,1
2305,1
2306,1
2308,1
2309,1
2311,1
2312,1
2314,1
2316,0
2322,1
2323,1
2324,1
2325,1
2327,1
2328,1
2330,1
2331,1
2332,1
2333,4
2334,1
2335,1
2338,1
2340,1
2342,1
2343,1
2345,1
2348,1
2349,1
2351,1
2352,1
2353,1
2355,1
2356,1
2357,0
2359,1
2362,1
2365,1
2368,1
2369,0
2370,1
2371,1
2372,0
2373,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,1
2385,1
2386,1
2387,1
2388,1
2389,1
2391,1
2392,1
2393,1
2394,1
2396,1
2399,1
2400,1
2402,1
2404,1
2405,1
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,0
2423,1
2424,1
2425,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,0
2439,1
2441,1
2443,1
2444,1
2446,1
2447,1
2448,1
2453,1
2454,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,1
2465,0
2467,0
2468,1
2469,1
2470,1
2471,1
2473,1
2478,1
2479,1
2480,1
2481,1
2482,0
2483,1
2484,1
2485,1
2488,0
2489,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2499,1
2500,1
2504,1
2505,0
2506,1
2507,1
2508,1
2509,0
2510,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2521,1
2524,1
2525,1
2526,1
2527,1
2529,1
2530,1
2532,1
2533,1
2534,1
2535,1
2539,1
2540,1
2541,1
2545,1
2548,1
2549,1
2550,1
2551,1
2552,1
2555,0
2556,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2566,1
2567,1
2568,1
2569,1
2570,1
2573,0
2574,1
2575,1
2578,1
2579,1
2580,1
2581,1
2584,1
2585,1
2586,0
2587,1
2588,1
2589,1
2590,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2600,1
2602,1
2603,1
2606,0
2607,1
2608,1
2609,0
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2617,1
2618,1
2619,1
2620,0
2621,1
2622,1
2623,1
2624,1
2625,1
2627,1
2629,1
2631,1
2634,1
2636,0
2637,0
2638,1
2639,1
2640,1
2641,1
2643,1
2646,1
2647,0
2648,1
2651,1
2654,1
2655,1
2656,0
2657,1
2658,1
2660,1
2661,1
2663,1
2664,1
2666,1
2671,1
2673,1
2674,1
2678,1
2679,1
2681,1
2682,0
2683,1
2686,1
2688,1
2689,1
2692,1
2694,1
2695,1
2696,1
2698,1
2700,1
2701,1
2702,1
2703,1
2704,0
2705,1
2707,1
2708,1
2709,0
2712,0
2713,1
2714,1
2715,1
2717,1
2719,1
2721,0
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2730,1
2732,1
2733,1
2734,1
2736,1
2737,1
2739,1
2740,1
2741,1
2742,1
2744,1
2745,1
2746,1
2747,1
2749,1
2751,1
2752,1
2753,1
2754,1
2755,1
2758,1
2759,1
2761,1
2764,1
2765,1
2766,1
2771,0
2772,1
2773,1
2774,1
2777,1
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,1
2786,1
2789,1
2791,1
2793,1
2794,1
2795,1
2796,1
2797,1
2800,1
2802,1
2803,1
2804,1
2805,1
2806,0
2807,1
2808,1
2809,1
2810,1
2812,1
2813,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,1
2822,1
2824,1
2825,1
2826,1
2828,1
2830,1
2831,1
2832,0
2833,0
2834,1
2835,1
2836,1
2839,1
2840,1
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2849,1
2852,1
2853,1
2854,1
2855,1
2858,1
2860,1
2861,0
2862,1
2863,1
2864,1
2867,1
2868,1
2869,1
2872,1
2873,0
2875,0
2877,1
2878,0
2880,1
2881,1
2882,1
2883,1
2884,1
2885,4
2886,1
2887,1
2889,1
2890,1
2891,1
2892,1
2893,1
2895,1
2897,1
2898,1
2901,1
2905,1
2906,1
2907,1
2908,1
2912,1
2913,0
2915,1
2917,1
2918,1
2919,1
2921,1
2922,1
2923,1
2926,1
2927,1
2928,0
2929,1
2932,1
2934,1
2935,1
2937,1
2938,1
2939,1
2940,0
2941,1
2943,1
2944,1
2945,1
2947,1
2949,1
2951,1
2952,1
2953,0
2954,1
2958,1
2959,1
2960,1
2961,1
2962,0
2963,1
2965,1
2968,1
2969,1
2970,1
2971,0
2972,1
2973,0
2974,1
2975,1
2977,1
2978,1
2979,1
2982,1
2985,1
2986,1
2987,1
2988,1
2989,1
2993,1
2994,1
2995,1
2997,1
2999,1
3000,1
3001,1
3002,1
3003,1
3005,1
3006,1
3007,1
3009,1
3011,1
3012,1
3013,1
3016,1
3018,1
3021,0
3023,1
3025,1
3028,1
3029,0
3031,1
3033,1
3034,1
3035,0
3036,1
3037,0
3038,1
3040,1
3041,1
3042,1
3044,1
3046,1
3048,0
3049,0
3050,0
3051,1
3052,1
3053,1
3054,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3064,1
3066,1
3068,0
3069,1
3070,1
3072,1
3074,1
3075,1
3076,0
3077,1
3078,1
3079,1
3080,1
3081,0
3082,1
3083,1
3084,1
3085,1
3086,1
3087,1
3088,1
3089,1
3092,1
3093,1
3094,0
3095,1
3096,1
3100,1
3102,1
3103,0
3105,1
3106,1
3107,1
3111,1
3112,1
3113,1
3114,4
3116,0
3122,1
3123,1
3125,1
3126,1
3127,1
3130,1
3131,1
3132,1
3134,1
3136,1
3137,1
3140,1
3142,1
3144,1
3145,1
3146,1
3148,1
3151,1
3153,1
3157,1
3163,1
3164,1
3165,1
3167,1
3168,1
3169,1
3170,1
3171,1
3172,1
3175,1
3177,0
3178,1
3179,1
3180,1
3181,1
3182,1
3183,0
3184,1
3185,1
3186,1
3187,0
3190,1
3192,1
3193,1
3195,1
3196,0
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3204,1
3205,1
3206,0
3208,1
3210,1
3211,1
3213,1
3214,1
3216,1
3217,1
3218,1
3219,1
3220,1
3221,1
3222,1
3224,4
3225,1
3226,1
3227,1
3228,1
3229,1
3230,1
3231,1
3232,1
3233,1
3235,1
3236,1
3237,1
3238,1
3239,1
3242,0
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3250,1
3251,1
3253,1
3254,1
3255,1
3256,1
3260,1
3261,1
3262,1
3264,0
3265,1
3266,1
3267,1
3269,1
3270,1
3271,1
3272,1
3274,0
3278,1
3279,0
3280,4
3281,1
3282,1
3283,1
3285,1
3287,1
3288,0
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,0
3307,1
3308,1
3311,1
3313,1
3315,1
3316,1
3317,0
3318,1
3320,1
3321,1
3323,1
3325,1
3326,1
3327,1
3329,1
3330,1
3331,1
3334,1
3335,1
3336,1
3337,1
3338,1
3340,0
3341,1
3342,1
3346,1
3347,1
3348,1
3349,1
3352,1
3353,1
3356,1
3357,0
3359,1
3360,0
3362,1
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3377,1
3378,0
3379,1
3380,1
3381,1
3382,1
3383,1
3384,1
3385,1
3388,1
3389,1
3390,1
3391,0
3392,0
3393,1
3394,1
3395,4
3397,1
3398,1
3401,1
3403,4
3406,1
3407,1
3409,1
3411,1
3412,0
3413,1
3414,1
3415,1
3418,0
3419,1
3420,1
3422,1
3423,1
3424,1
3425,0
3428,1
3430,1
3431,1
3432,1
3433,1
3434,1
3437,1
3440,1
3441,1
3442,1
3443,1
3444,1
3445,1
3447,1
3448,1
3449,1
3450,1
3451,1
3453,1
3454,1
3455,1
3456,1
3457,0
3460,1
3461,1
3463,1
3464,1
3465,1
3466,1
3470,1
3471,1
3472,1
3474,1
3475,1
3476,1
3477,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3486,1
3488,1
3489,1
3490,1
3493,1
3494,1
3495,1
3496,1
3497,0
3498,1
3500,1
3501,1
3502,1
3504,1
3506,1
3507,1
3510,1
3512,1
3514,1
3516,1
3519,1
3521,1
3522,1
3523,1
3524,1
3525,1
3526,1
3527,1
3528,1
3531,0
3532,1
3534,1
3535,1
3537,1
3538,1
3539,1
3541,1
3547,1
3548,1
3549,1
3550,1
3551,1
3553,1
3559,1
3562,1
3564,1
3565,1
3567,1
3569,0
3570,0
3571,1
3572,1
3573,0
3574,1
3575,1
3577,1
3578,1
3579,1
3581,1
3582,1
3584,1
3588,1
3589,1
3590,1
3591,1
3593,1
3594,0
3596,1
3598,1
3600,1
3601,1
3602,1
3603,1
3604,1
3605,0
3607,1
3608,1
3610,1
3611,1
3612,1
3613,1
3614,1
3615,1
3616,1
3617,1
3618,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,0
3628,1
3629,1
3630,1
3631,0
3634,1
3636,1
3637,1
3638,1
3639,1
3640,1
3641,0
3642,1
3644,1
3645,1
3646,0
3647,1
3648,1
3649,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,1
3658,1
3659,1
3660,1
3661,1
3662,1
3664,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3673,1
3674,1
3676,0
3677,1
3678,1
3680,1
3682,1
3685,1
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3693,1
3694,1
3695,1
3696,1
3697,1
3698,1
3699,1
3700,0
3702,1
3703,1
3704,1
3705,1
3706,1
3707,1
3708,1
3713,1
3714,0
3715,1
3716,1
3723,0
3725,1
3726,1
3729,1
3731,1
3732,1
3735,0
3737,1
3738,1
3739,1
3742,1
3743,1
3744,1
3746,1
3747,4
3749,1
3750,1
3751,1
3752,1
3754,0
3756,1
3757,1
3758,1
3759,1
3761,1
3762,1
3763,1
3765,1
3766,1
3768,0
3769,1
3770,1
3771,1
3774,1
3776,1
3777,1
3778,1
3779,1
3780,1
3784,1
3786,1
3787,0
3790,1
3791,1
3792,0
3793,1
3794,1
3796,1
3798,1
3799,1
3800,0
3803,1
3804,1
3805,1
3806,1
3808,1
3809,1
3810,1
3811,1
3812,1
3815,0
3816,1
3817,1
3818,1
3819,1
3821,1
3822,1
3824,1
3825,1
3826,1
3827,1
3828,1
3830,1
3831,1
3832,1
3833,1
3835,1
3838,1
3839,1
3842,1
3843,1
3844,1
3846,1
3847,1
3848,1
3849,1
3850,1
3851,1
3852,1
3854,1
3855,1
3856,1
3857,1
3859,1
3860,1
3861,1
3862,0
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3874,1
3876,1
3877,1
3880,1
3881,1
3882,1
3883,1
3884,1
3886,1
3887,1
3890,1
3892,1
3893,1
3896,1
3897,1
3900,1
3901,1
3902,1
3903,1
3905,1
3907,1
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3916,1
3917,1
3918,1
3919,1
3921,1
3922,1
3923,1
3924,1
3925,1
3926,1
3927,1
3928,1
3929,0
3930,1
3931,1
3932,1
3934,1
3936,1
3937,1
3938,1
3939,1
3940,1
3941,0
3942,1
3945,1
3947,1
3949,1
3950,0
3953,1
3954,1
3955,1
3956,1
3957,1
3958,1
3960,1
3961,1
3963,1
3964,1
3965,4
3966,1
3967,1
3968,1
3970,1
3971,1
3972,1
3973,1
3975,1
3978,0
3979,1
3981,1
3982,1
3983,1
3985,1
3986,1
3987,1
3988,1
3989,1
3991,1
3993,1
3994,1
3996,1
3997,0
3999,1
4000,1
4001,1
4003,1
4005,1
4006,1
4007,1
4008,1
4010,1
4012,0
4013,1
4014,1
4016,1
4017,1
4018,1
4019,1
4020,1
4022,1
4023,1
4024,1
4025,1
4026,1
4027,1
4028,1
4029,1
4031,1
4033,1
4034,1
4036,1
4038,1
4039,1
4041,1
4044,1
4045,1
4046,0
4047,1
4048,1
4049,1
4051,1
4052,1
4053,1
4054,1
4055,1
4057,1
4058,1
4060,1
4061,1
4062,1
4063,1
4064,1
4065,1
4066,1
4068,1
4070,1
4071,1
4072,1
4073,0
4074,1
4075,1
4076,1
4077,1
4084,1
4087,1
4089,1
4093,1
4094,1
4095,1
4097,1
4100,0
4102,1
4104,0
4105,1
4106,1
4107,1
4108,1
4109,0
4110,1
4111,1
4114,1
4115,1
4116,1
4117,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4128,1
4129,0
4131,1
4132,0
4135,0
4136,0
4137,1
4138,1
4141,1
4142,1
4143,1
4145,1
4146,1
4147,1
4148,1
4151,1
4153,0
4155,1
4156,1
4159,1
4160,1
4161,1
4162,0
4164,1
4165,1
4167,1
4168,1
4170,1
4171,1
4173,1
4174,1
4175,1
4177,1
4178,1
4179,1
4181,1
4182,1
4183,1
4184,1
4185,1
4186,0
4187,1
4189,1
4192,1
4194,1
4196,0
4198,1
4202,1
4203,1
4204,1
4205,1
4206,1
4207,1
4212,1
4214,1
4215,1
4216,1
4217,1
4218,0
4219,1
4221,1
4223,1
4224,1
4226,1
4227,1
4230,1
4232,1
4234,1
4235,1
4236,1
4237,1
4239,1
4240,1
4241,1
4242,1
4244,1
4245,1
4246,1
4248,1
4249,1
4250,1
4251,1
4253,1
4254,1
